ax,ay,az,gx,gy,gz,target,target_name
-0.42,-0.92,1.65,11.96,103.7,-6.04,2.0,circle
-0.4,-0.96,1.43,8.42,120.42,1.89,2.0,circle
-0.36,-0.82,1.22,3.97,132.69,10.68,2.0,circle
-0.34,-0.9,1.2,0.79,135.25,13.67,2.0,circle
-0.31,-0.88,1.02,-4.88,144.1,22.46,2.0,circle
-0.29,-0.81,0.83,-7.51,151.61,34.61,2.0,circle
-0.27,-0.78,0.76,-6.41,146.97,43.95,2.0,circle
-0.26,-0.72,0.73,-3.05,139.95,52.98,2.0,circle
-0.28,-0.58,0.59,2.38,136.54,59.33,2.0,circle
-0.25,-0.57,0.47,12.82,123.6,53.65,2.0,circle
-0.26,-0.78,0.75,18.68,101.75,44.74,2.0,circle
-0.27,-0.67,0.54,17.52,110.29,60.61,2.0,circle
-0.28,-0.6,0.44,16.78,110.41,73.67,2.0,circle
-0.29,-0.58,0.52,14.71,97.96,77.27,2.0,circle
-0.28,-0.48,0.54,13.98,92.53,83.31,2.0,circle
-0.29,-0.47,0.42,12.27,94.24,87.04,2.0,circle
-0.28,-0.44,0.4,9.7,89.23,88.81,2.0,circle
-0.26,-0.39,0.4,8.42,82.58,91.86,2.0,circle
-0.24,-0.39,0.33,6.23,80.32,93.63,2.0,circle
-0.25,-0.39,0.27,3.85,76.23,96.74,2.0,circle
-0.22,-0.32,0.27,2.93,69.09,103.21,2.0,circle
-0.21,-0.25,0.28,4.09,60.61,108.95,2.0,circle
-0.2,-0.19,0.25,5.98,55.05,111.94,2.0,circle
-0.19,-0.18,0.22,8.36,49.19,112.0,2.0,circle
-0.18,-0.14,0.2,10.44,41.93,113.89,2.0,circle
-0.17,-0.11,0.19,13.0,34.18,115.17,2.0,circle
-0.16,-0.1,0.16,16.36,26.61,115.23,2.0,circle
-0.16,-0.09,0.14,19.1,19.23,116.09,2.0,circle
-0.17,-0.07,0.14,20.02,11.17,117.8,2.0,circle
-0.17,-0.05,0.11,19.47,4.03,119.51,2.0,circle
-0.17,-0.04,0.09,18.31,-2.99,120.06,2.0,circle
-0.18,-0.02,0.1,15.87,-11.35,120.85,2.0,circle
-0.2,-0.0,0.07,14.16,-18.62,122.07,2.0,circle
-0.2,-0.0,0.06,12.7,-26.0,122.31,2.0,circle
-0.2,0.06,0.13,11.9,-37.35,124.33,2.0,circle
-0.21,0.17,0.24,10.62,-47.49,127.62,2.0,circle
-0.22,0.28,0.28,9.46,-50.9,127.69,2.0,circle
-0.25,0.29,0.24,8.36,-52.19,125.0,2.0,circle
-0.23,0.53,0.36,10.56,-58.96,125.73,2.0,circle
-0.23,0.52,0.22,15.56,-58.53,114.99,2.0,circle
-0.25,0.41,0.24,17.76,-73.06,102.91,2.0,circle
-0.23,0.52,0.32,19.47,-88.01,103.94,2.0,circle
-0.22,0.58,0.4,21.24,-96.07,99.49,2.0,circle
-0.21,0.58,0.49,22.4,-100.71,89.97,2.0,circle
-0.19,0.67,0.6,22.95,-103.15,84.41,2.0,circle
-0.18,0.82,0.68,22.89,-104.98,79.53,2.0,circle
-0.17,0.91,0.74,21.73,-106.02,69.03,2.0,circle
-0.16,0.93,0.82,19.96,-107.48,55.73,2.0,circle
-0.15,0.98,0.92,19.9,-110.72,44.8,2.0,circle
-0.17,1.17,1.0,21.85,-114.07,38.21,2.0,circle
-0.15,0.67,1.37,25.7,-120.42,23.44,2.0,circle
-0.22,1.11,1.29,15.99,-112.55,39.37,2.0,circle
-0.12,1.53,1.02,34.24,-97.29,41.5,2.0,circle
-0.19,1.32,0.91,48.95,-118.59,-11.72,2.0,circle
-0.31,0.64,1.68,43.82,-155.46,-39.43,2.0,circle
-0.16,1.55,2.18,51.33,-160.22,2.38,2.0,circle
-0.19,1.59,1.72,62.32,-99.43,-36.87,2.0,circle
-0.24,0.8,1.45,63.6,-77.88,-103.33,2.0,circle
-0.24,0.75,1.72,60.79,-95.34,-100.95,2.0,circle
-0.2,1.12,1.79,61.16,-90.76,-78.98,2.0,circle
-0.24,0.96,1.6,61.77,-72.27,-103.52,2.0,circle
-0.27,0.72,1.55,62.13,-68.73,-130.25,2.0,circle
-0.24,0.65,1.6,63.78,-70.31,-133.3,2.0,circle
-0.25,0.62,1.5,64.15,-63.48,-131.59,2.0,circle
-0.25,0.48,1.4,67.32,-60.67,-138.61,2.0,circle
-0.27,0.37,1.34,70.07,-66.22,-143.98,2.0,circle
-0.28,0.31,1.41,70.01,-75.26,-142.88,2.0,circle
-0.28,0.22,1.49,69.4,-79.77,-142.27,2.0,circle
-0.26,0.21,1.5,67.99,-74.58,-140.44,2.0,circle
-0.2,0.22,1.43,65.12,-63.54,-140.87,2.0,circle
-0.2,0.19,1.42,62.99,-55.6,-149.78,2.0,circle
-0.22,0.06,1.53,58.59,-51.39,-162.41,2.0,circle
-0.25,-0.12,1.58,50.29,-40.65,-172.55,2.0,circle
-0.27,-0.15,1.59,42.6,-26.98,-175.66,2.0,circle
-0.25,-0.34,1.62,37.17,-13.92,-182.13,2.0,circle
-0.25,-0.6,1.6,30.21,-1.95,-185.79,2.0,circle
-0.24,-0.69,1.59,25.15,9.4,-176.15,2.0,circle
-0.21,-0.76,1.59,20.39,19.35,-163.82,2.0,circle
-0.2,-0.85,1.62,15.32,26.92,-155.15,2.0,circle
-0.2,-0.94,1.64,9.34,35.34,-148.13,2.0,circle
-0.19,-0.97,1.7,4.03,42.72,-140.08,2.0,circle
-0.18,-1.06,1.47,-2.26,48.34,-131.47,2.0,circle
-0.16,-1.1,1.66,-10.5,36.01,-116.94,2.0,circle
-0.19,-1.0,1.9,-18.92,34.97,-97.96,2.0,circle
-0.27,-0.87,1.98,-24.78,58.17,-85.33,2.0,circle
-0.23,-1.07,1.96,-28.63,79.04,-81.3,2.0,circle
-0.23,-0.76,2.06,-28.87,101.14,-67.08,2.0,circle
-0.3,-0.91,1.38,-23.01,143.86,-71.11,2.0,circle
-0.33,-1.12,1.28,-20.32,119.87,-71.9,2.0,circle
-0.33,-1.05,1.66,-14.71,77.27,-48.34,2.0,circle
-0.33,-0.86,1.89,-10.93,73.06,-25.51,2.0,circle
-0.36,-0.86,1.67,-7.45,100.83,-18.55,2.0,circle
-0.4,-0.88,1.41,-4.27,115.54,-14.89,2.0,circle
-0.38,-0.87,1.41,-0.92,106.57,-7.39,2.0,circle
-0.36,-0.88,1.51,1.89,98.33,-0.12,2.0,circle
-0.38,-0.72,1.52,1.83,107.85,9.83,2.0,circle
-0.39,-0.73,1.3,0.37,125.92,12.63,2.0,circle
-0.39,-0.79,1.11,-3.48,136.78,15.99,2.0,circle
-0.37,-0.74,1.05,-6.84,135.93,26.31,2.0,circle
-0.35,-0.69,0.98,-8.73,138.79,34.36,2.0,circle
-0.34,-0.71,0.91,-8.54,143.43,38.7,2.0,circle
-0.33,-0.7,0.75,-6.04,148.5,44.8,2.0,circle
-0.32,-0.71,0.59,-1.04,147.22,51.03,2.0,circle
-0.33,-0.57,0.31,6.9,136.47,56.09,2.0,circle
-0.31,-0.71,0.51,19.1,108.4,49.01,2.0,circle
-0.33,-0.84,0.68,22.09,92.47,51.09,2.0,circle
-0.37,-0.67,0.47,22.64,102.6,72.63,2.0,circle
-0.37,-0.64,0.37,22.71,101.32,82.82,2.0,circle
-0.37,-0.69,0.42,19.35,89.66,85.57,2.0,circle
-0.38,-0.6,0.45,14.1,82.52,96.01,2.0,circle
-0.38,-0.56,0.43,8.61,80.14,103.7,2.0,circle
-0.38,-0.51,0.4,4.76,78.12,107.91,2.0,circle
-0.37,-0.51,0.33,0.67,77.33,111.08,2.0,circle
-0.35,-0.46,0.29,-3.54,72.02,117.98,2.0,circle
-0.32,-0.35,0.33,-5.8,63.42,126.46,2.0,circle
-0.31,-0.27,0.34,-6.29,57.98,130.8,2.0,circle
-0.31,-0.25,0.28,-5.92,56.15,132.45,2.0,circle
-0.28,-0.18,0.24,-3.23,49.8,136.66,2.0,circle
-0.26,-0.11,0.29,-0.67,39.0,141.6,2.0,circle
-0.25,-0.05,0.35,0.85,31.49,143.98,2.0,circle
-0.25,0.01,0.33,2.14,28.93,145.87,2.0,circle
-0.21,0.09,0.28,2.99,26.79,146.18,2.0,circle
-0.23,0.12,0.3,3.05,20.75,144.65,2.0,circle
-0.22,0.14,0.32,3.85,14.28,142.52,2.0,circle
-0.23,0.2,0.29,4.76,10.62,142.03,2.0,circle
-0.23,0.23,0.19,4.52,7.81,139.83,2.0,circle
-0.22,0.26,0.12,4.82,1.46,137.08,2.0,circle
-0.21,0.3,0.14,7.81,-10.38,134.22,2.0,circle
-0.2,0.28,0.16,11.35,-20.39,129.76,2.0,circle
-0.21,0.25,0.13,13.43,-26.37,125.98,2.0,circle
-0.2,0.29,0.1,14.59,-34.61,126.77,2.0,circle
-0.19,0.41,0.15,14.71,-46.2,129.58,2.0,circle
-0.18,0.47,0.13,11.96,-55.85,127.56,2.0,circle
-0.17,0.74,0.43,10.68,-69.4,126.22,2.0,circle
-0.14,0.95,0.34,13.73,-64.58,117.68,2.0,circle
-0.15,0.89,0.27,16.6,-70.31,97.84,2.0,circle
-0.12,0.99,0.37,22.58,-89.42,89.23,2.0,circle
-0.11,1.03,0.49,28.69,-101.99,76.54,2.0,circle
-0.12,0.99,0.61,33.69,-107.91,57.98,2.0,circle
-0.08,1.01,0.68,38.45,-109.19,43.58,2.0,circle
-0.1,1.0,0.69,39.12,-108.89,32.41,2.0,circle
-0.1,1.22,0.57,39.86,-111.15,21.18,2.0,circle
-0.04,0.79,1.32,36.19,-123.66,3.54,2.0,circle
-0.12,1.3,0.96,32.71,-101.26,17.46,2.0,circle
-0.07,1.28,0.89,44.43,-103.21,0.06,2.0,circle
-0.11,1.3,1.37,51.51,-128.11,-34.91,2.0,circle
-0.17,0.36,1.02,50.72,-134.95,-59.81,2.0,circle
-0.13,1.13,1.73,39.37,-158.51,-22.28,2.0,circle
-0.12,1.42,1.63,51.45,-120.24,-27.16,2.0,circle
-0.2,0.79,1.27,56.34,-90.45,-92.22,2.0,circle
-0.25,0.41,1.58,53.16,-99.91,-112.92,2.0,circle
-0.2,0.73,1.63,52.8,-95.03,-89.11,2.0,circle
-0.22,0.72,1.5,56.64,-83.01,-93.87,2.0,circle
-0.24,0.38,1.58,59.27,-86.3,-117.92,2.0,circle
-0.22,0.39,1.78,60.91,-92.29,-117.55,2.0,circle
-0.18,0.53,1.8,62.56,-81.67,-109.8,2.0,circle
-0.18,0.5,1.71,62.5,-67.08,-117.25,2.0,circle
-0.17,0.44,1.69,60.85,-61.89,-127.81,2.0,circle
-0.15,0.39,1.72,57.13,-61.1,-134.4,2.0,circle
-0.14,0.26,1.72,51.76,-57.8,-140.26,2.0,circle
-0.13,0.19,1.73,44.62,-52.19,-140.56,2.0,circle
-0.11,0.27,1.73,38.64,-44.68,-135.62,2.0,circle
-0.08,0.31,1.67,36.62,-35.34,-138.12,2.0,circle
-0.13,0.33,1.71,36.44,-30.46,-146.55,2.0,circle
-0.1,0.41,1.77,39.06,-26.43,-153.44,2.0,circle
-0.1,0.3,1.77,41.99,-14.28,-168.21,2.0,circle
-0.1,0.01,1.67,42.85,2.62,-182.5,2.0,circle
-0.07,-0.27,1.54,38.7,17.7,-187.01,2.0,circle
-0.05,-0.47,1.54,29.66,24.9,-181.82,2.0,circle
-0.02,-0.5,1.55,18.68,30.76,-171.39,2.0,circle
0.0,-0.39,1.44,7.14,41.02,-159.24,2.0,circle
0.0,-0.35,1.39,-2.99,46.08,-154.48,2.0,circle
-0.02,-0.35,1.37,-6.16,48.22,-153.87,2.0,circle
-0.07,-0.34,1.33,-4.82,51.64,-152.4,2.0,circle
-0.14,-0.44,1.39,-0.37,51.51,-152.83,2.0,circle
-0.24,-0.8,1.31,5.55,50.11,-152.47,2.0,circle
-0.29,-0.93,1.54,10.5,38.15,-136.17,2.0,circle
-0.33,-0.92,1.7,15.2,39.43,-114.62,2.0,circle
-0.34,-0.95,1.71,17.82,52.49,-99.49,2.0,circle
-0.42,-0.94,1.75,15.56,65.12,-87.83,2.0,circle
-0.42,-1.11,1.86,8.85,72.39,-77.33,2.0,circle
-0.4,-0.91,2.0,2.93,85.94,-62.07,2.0,circle
-0.49,-1.03,1.58,0.67,119.26,-60.12,2.0,circle
-0.47,-1.27,1.59,-4.58,110.66,-54.99,2.0,circle
-0.43,-1.13,1.74,-6.23,95.89,-30.21,2.0,circle
-0.42,-1.0,1.76,-5.43,104.43,-12.21,2.0,circle
-0.43,-1.03,1.45,-2.81,123.41,-6.9,2.0,circle
-0.42,-0.99,1.34,0.55,123.72,0.73,2.0,circle
-0.38,-1.0,1.31,3.6,116.09,10.93,2.0,circle
-0.32,-0.88,1.4,6.1,114.62,22.22,2.0,circle
-0.33,-0.88,1.19,5.86,131.84,28.63,2.0,circle
-0.32,-0.8,0.89,4.94,140.38,36.74,2.0,circle
-0.31,-0.79,0.91,8.24,129.58,39.86,2.0,circle
-0.3,-0.81,0.96,9.89,120.48,44.01,2.0,circle
-0.32,-0.7,0.8,8.79,125.55,56.34,2.0,circle
-0.27,-0.64,0.67,8.06,126.77,63.78,2.0,circle
-0.3,-0.63,0.68,7.51,120.36,66.77,2.0,circle
-0.31,-0.61,0.64,6.41,117.31,71.9,2.0,circle
-0.32,-0.53,0.55,9.58,115.78,80.44,2.0,circle
-0.31,-0.45,0.49,17.4,110.05,87.77,2.0,circle
-0.3,-0.47,0.47,24.84,101.44,90.58,2.0,circle
-0.28,-0.49,0.43,29.6,95.28,94.18,2.0,circle
-0.26,-0.45,0.36,29.24,91.31,101.2,2.0,circle
-0.24,-0.41,0.3,23.86,86.79,106.75,2.0,circle
-0.21,-0.35,0.27,16.36,81.79,110.6,2.0,circle
-0.2,-0.3,0.25,9.46,76.6,112.92,2.0,circle
-0.17,-0.26,0.22,3.42,71.47,114.69,2.0,circle
-0.15,-0.27,0.16,-1.89,67.02,116.33,2.0,circle
-0.14,-0.27,0.13,-7.14,61.04,118.65,2.0,circle
-0.12,-0.21,0.09,-11.11,53.28,123.9,2.0,circle
-0.1,-0.13,0.08,-12.45,44.49,128.78,2.0,circle
-0.1,-0.06,0.04,-8.36,35.77,131.47,2.0,circle
-0.1,-0.0,-0.02,-0.31,26.61,133.67,2.0,circle
-0.09,0.04,-0.04,10.25,12.51,134.4,2.0,circle
-0.09,0.03,-0.01,20.94,-2.01,133.06,2.0,circle
-0.1,0.0,0.07,28.14,-15.01,130.62,2.0,circle
-0.11,0.04,0.09,30.94,-23.74,130.92,2.0,circle
-0.13,0.1,0.05,30.33,-29.42,130.86,2.0,circle
-0.13,0.11,0.1,29.54,-39.43,127.2,2.0,circle
-0.11,0.13,0.19,28.93,-50.96,124.02,2.0,circle
-0.11,0.2,0.33,27.34,-56.4,121.58,2.0,circle
-0.11,0.19,0.24,24.66,-52.0,115.97,2.0,circle
-0.14,0.1,0.16,20.14,-53.65,109.56,2.0,circle
-0.16,0.19,0.26,20.14,-68.54,112.92,2.0,circle
-0.17,0.24,0.31,23.13,-76.17,113.04,2.0,circle
-0.19,0.29,0.3,27.59,-78.25,108.95,2.0,circle
-0.2,0.36,0.29,31.98,-81.85,105.04,2.0,circle
-0.2,0.42,0.33,35.1,-89.97,99.3,2.0,circle
-0.19,0.47,0.41,35.46,-99.91,92.41,2.0,circle
-0.19,0.55,0.54,33.26,-108.15,87.04,2.0,circle
-0.2,0.7,0.67,30.88,-111.76,82.58,2.0,circle
-0.2,0.88,0.8,29.11,-112.92,75.01,2.0,circle
-0.2,0.95,0.89,29.54,-112.37,61.77,2.0,circle
-0.23,0.94,0.98,29.11,-111.33,44.68,2.0,circle
-0.19,1.0,0.98,30.52,-113.34,32.47,2.0,circle
-0.24,0.59,1.3,36.32,-122.92,18.98,2.0,circle
-0.25,0.78,1.44,27.95,-120.24,30.64,2.0,circle
-0.21,1.38,1.11,44.25,-98.75,50.84,2.0,circle
-0.22,1.4,0.98,66.59,-116.09,5.98,2.0,circle
-0.33,0.49,1.65,68.54,-153.2,-40.04,2.0,circle
-0.22,1.14,2.09,79.65,-164.73,-8.42,2.0,circle
-0.2,1.22,1.66,85.08,-108.03,-29.54,2.0,circle
-0.27,0.51,1.41,84.11,-85.39,-83.25,2.0,circle
-0.25,0.43,1.66,79.47,-99.3,-84.59,2.0,circle
-0.22,0.65,1.67,75.93,-92.35,-66.53,2.0,circle
-0.22,0.44,1.51,70.01,-77.45,-82.03,2.0,circle
-0.21,0.23,1.49,62.38,-74.4,-96.19,2.0,circle
-0.19,0.27,1.5,54.38,-74.28,-90.64,2.0,circle
-0.17,0.34,1.5,47.91,-71.23,-86.06,2.0,circle
-0.16,0.3,1.49,41.99,-66.16,-91.98,2.0,circle
-0.14,0.34,1.47,37.17,-62.87,-95.28,2.0,circle
-0.12,0.36,1.46,33.02,-61.46,-98.45,2.0,circle
-0.11,0.34,1.5,27.95,-62.19,-103.27,2.0,circle
-0.08,0.31,1.5,24.23,-60.36,-107.06,2.0,circle
-0.06,0.29,1.44,21.61,-54.75,-109.99,2.0,circle
-0.05,0.37,1.44,21.36,-51.82,-112.24,2.0,circle
-0.04,0.37,1.48,23.86,-51.21,-119.38,2.0,circle
-0.05,0.27,1.43,26.86,-45.17,-129.7,2.0,circle
-0.07,0.16,1.42,28.26,-40.34,-137.51,2.0,circle
-0.1,0.12,1.48,29.66,-39.31,-140.69,2.0,circle
-0.1,0.06,1.54,31.01,-35.22,-143.19,2.0,circle
-0.14,-0.01,1.61,30.82,-27.83,-145.87,2.0,circle
-0.19,-0.14,1.67,28.63,-16.72,-150.57,2.0,circle
-0.19,-0.35,1.68,27.77,-5.43,-156.13,2.0,circle
-0.2,-0.49,1.66,25.21,4.15,-156.56,2.0,circle
-0.21,-0.48,1.67,23.01,11.72,-149.9,2.0,circle
-0.19,-0.43,1.71,24.35,16.85,-143.37,2.0,circle
-0.21,-0.54,1.65,25.94,26.86,-142.88,2.0,circle
-0.25,-0.67,1.59,25.7,37.23,-141.85,2.0,circle
-0.28,-0.8,1.55,25.27,42.6,-136.66,2.0,circle
-0.35,-0.94,1.51,23.13,42.72,-127.44,2.0,circle
-0.34,-0.96,1.71,21.36,35.64,-111.15,2.0,circle
-0.36,-0.93,1.82,16.3,46.88,-97.29,2.0,circle
-0.43,-0.9,1.85,9.58,68.91,-89.05,2.0,circle
-0.42,-1.03,1.74,2.14,88.5,-83.25,2.0,circle
-0.4,-0.88,1.84,-4.27,104.25,-72.2,2.0,circle
-0.44,-0.99,1.28,-5.49,137.02,-71.35,2.0,circle
-0.44,-1.11,1.27,-4.33,119.57,-65.73,2.0,circle
-0.41,-0.98,1.48,-0.55,92.04,-43.88,2.0,circle
-0.42,-0.92,1.69,0.98,89.97,-30.58,2.0,circle
-0.45,-0.94,1.46,1.89,111.94,-25.51,2.0,circle
-0.46,-0.94,1.21,4.39,123.6,-19.23,2.0,circle
-0.44,-0.98,1.17,8.3,113.46,-11.54,2.0,circle
-0.41,-0.9,1.33,13.67,103.03,-2.38,2.0,circle
-0.43,-0.96,1.19,13.61,115.54,0.49,2.0,circle
-0.42,-0.98,1.02,12.7,124.63,9.89,2.0,circle
-0.41,-0.93,1.03,8.91,124.51,23.25,2.0,circle
-0.39,-0.86,0.95,6.84,128.6,33.14,2.0,circle
-0.39,-0.9,0.83,5.37,134.34,36.38,2.0,circle
-0.36,-0.92,0.8,4.03,134.7,43.88,2.0,circle
-0.38,-0.7,0.5,4.88,135.19,52.98,2.0,circle
-0.36,-0.87,0.62,9.77,120.06,45.9,2.0,circle
-0.38,-0.92,0.67,5.0,111.94,51.21,2.0,circle
-0.38,-0.73,0.56,-0.12,115.78,70.56,2.0,circle
-0.38,-0.72,0.52,-3.05,113.46,76.54,2.0,circle
-0.38,-0.7,0.45,-5.86,110.96,80.93,2.0,circle
-0.35,-0.61,0.36,-6.59,106.69,89.84,2.0,circle
-0.34,-0.57,0.34,-5.37,97.72,95.58,2.0,circle
-0.33,-0.56,0.31,-3.36,90.27,98.14,2.0,circle
-0.33,-0.59,0.23,-2.2,86.06,100.34,2.0,circle
-0.33,-0.58,0.21,-1.4,77.33,107.6,2.0,circle
-0.33,-0.51,0.22,-1.16,67.44,117.8,2.0,circle
-0.33,-0.43,0.21,-2.44,59.88,126.22,2.0,circle
-0.32,-0.31,0.2,-3.23,52.55,133.36,2.0,circle
-0.3,-0.19,0.25,-2.62,42.97,138.24,2.0,circle
-0.27,-0.08,0.3,-1.65,34.79,140.75,2.0,circle
-0.25,-0.01,0.3,-1.04,31.13,140.62,2.0,circle
-0.24,0.01,0.25,-2.44,28.99,138.18,2.0,circle
-0.23,0.03,0.22,-5.55,25.21,136.47,2.0,circle
-0.21,0.09,0.24,-6.53,18.37,136.66,2.0,circle
-0.18,0.15,0.23,-5.13,11.6,136.23,2.0,circle
-0.18,0.2,0.2,-2.62,6.23,133.54,2.0,circle
-0.2,0.24,0.17,1.95,-0.67,129.82,2.0,circle
-0.2,0.25,0.18,7.32,-10.13,125.92,2.0,circle
-0.2,0.27,0.21,12.45,-20.32,123.54,2.0,circle
-0.2,0.3,0.19,14.71,-26.55,120.97,2.0,circle
-0.2,0.29,0.19,14.95,-32.04,116.58,2.0,circle
-0.21,0.28,0.18,14.16,-37.72,112.37,2.0,circle
-0.21,0.32,0.21,13.37,-42.91,109.86,2.0,circle
-0.21,0.31,0.1,13.24,-49.13,106.69,2.0,circle
-0.19,0.46,0.27,12.88,-60.0,104.86,2.0,circle
-0.17,0.47,0.14,13.55,-57.92,94.54,2.0,circle
-0.16,0.33,0.15,10.5,-69.09,81.54,2.0,circle
-0.15,0.5,0.31,12.45,-91.74,86.36,2.0,circle
-0.11,0.7,0.46,14.77,-104.31,87.34,2.0,circle
-0.11,0.78,0.55,15.81,-108.15,75.68,2.0,circle
-0.11,0.88,0.64,17.21,-109.44,64.33,2.0,circle
-0.1,1.03,0.74,21.48,-112.24,55.97,2.0,circle
-0.06,1.11,0.9,25.51,-117.31,41.93,2.0,circle
-0.12,0.92,0.98,29.42,-124.27,22.58,2.0,circle
-0.1,0.9,1.37,21.3,-128.6,19.23,2.0,circle
-0.07,1.36,0.95,30.94,-101.87,34.06,2.0,circle
-0.12,1.23,0.65,45.29,-115.66,-2.08,2.0,circle
-0.27,0.58,1.44,41.63,-163.76,-32.1,2.0,circle
-0.18,1.27,1.95,60.24,-182.43,-0.18,2.0,circle
-0.19,1.24,1.75,66.53,-137.21,-29.6,2.0,circle
-0.26,0.7,1.6,60.85,-108.64,-74.4,2.0,circle
-0.24,0.7,1.69,55.05,-107.06,-72.69,2.0,circle
-0.19,0.94,1.78,54.99,-105.71,-62.32,2.0,circle
-0.19,0.78,1.83,54.75,-99.67,-82.7,2.0,circle
-0.18,0.66,1.83,53.71,-89.23,-99.49,2.0,circle
-0.15,0.65,1.73,53.77,-76.78,-103.94,2.0,circle
-0.14,0.63,1.64,55.11,-69.4,-110.72,2.0,circle
-0.14,0.54,1.67,58.41,-69.89,-120.97,2.0,circle
-0.14,0.51,1.66,61.95,-70.43,-124.94,2.0,circle
-0.16,0.43,1.6,64.03,-68.36,-127.5,2.0,circle
-0.14,0.31,1.61,63.23,-70.43,-128.72,2.0,circle
-0.13,0.29,1.66,59.08,-70.07,-125.61,2.0,circle
-0.13,0.27,1.7,51.7,-61.52,-126.04,2.0,circle
-0.15,0.18,1.71,43.95,-47.91,-133.54,2.0,circle
-0.17,0.01,1.71,36.8,-34.42,-142.4,2.0,circle
-0.18,-0.19,1.69,34.67,-24.6,-147.16,2.0,circle
-0.17,-0.32,1.61,33.08,-13.73,-145.57,2.0,circle
-0.15,-0.35,1.57,28.69,-6.65,-139.04,2.0,circle
-0.11,-0.27,1.64,19.47,-2.08,-132.08,2.0,circle
-0.09,-0.25,1.73,8.42,6.23,-130.49,2.0,circle
-0.09,-0.37,1.64,-0.24,23.62,-135.38,2.0,circle
-0.1,-0.42,1.51,-5.74,37.66,-136.17,2.0,circle
-0.12,-0.46,1.5,-7.08,39.49,-132.75,2.0,circle
-0.11,-0.52,1.48,-5.37,40.34,-130.8,2.0,circle
-0.11,-0.6,1.44,-4.39,42.91,-126.22,2.0,circle
-0.14,-0.68,1.41,-3.36,44.07,-120.67,2.0,circle
-0.12,-0.71,1.43,-1.71,45.23,-112.49,2.0,circle
-0.17,-0.76,1.23,-2.32,48.83,-104.43,2.0,circle
-0.18,-0.81,1.38,-3.97,39.06,-94.73,2.0,circle
-0.22,-0.79,1.61,-6.35,34.67,-82.7,2.0,circle
-0.26,-0.75,1.63,-9.22,51.88,-73.97,2.0,circle
-0.34,-0.79,1.62,-9.89,69.03,-70.31,2.0,circle
-0.36,-0.92,1.85,-8.24,72.75,-64.45,2.0,circle
-0.38,-0.71,1.81,-4.33,88.38,-50.78,2.0,circle
-0.41,-0.85,1.37,-0.31,114.44,-52.49,2.0,circle
-0.43,-1.0,1.46,2.69,93.63,-48.46,2.0,circle
-0.41,-0.92,1.72,3.66,73.91,-29.3,2.0,circle
-0.4,-0.84,1.74,2.62,84.66,-15.63,2.0,circle
-0.42,-0.88,1.5,0.61,107.12,-13.24,2.0,circle
-0.44,-0.86,1.39,3.23,109.99,-8.73,2.0,circle
-0.44,-0.91,1.39,7.14,102.84,-2.44,2.0,circle
-0.4,-0.9,1.4,12.27,104.13,3.17,2.0,circle
-0.42,-0.97,1.23,13.61,118.16,7.81,2.0,circle
-0.41,-0.97,1.09,14.59,124.63,20.32,2.0,circle
-0.4,-0.93,1.05,14.4,125.31,32.65,2.0,circle
-0.4,-0.91,0.95,14.04,128.42,41.69,2.0,circle
-0.4,-0.96,0.84,12.82,130.74,47.12,2.0,circle
-0.41,-0.9,0.78,12.57,128.85,57.86,2.0,circle
-0.37,-0.71,0.51,15.08,125.12,65.8,2.0,circle
-0.38,-0.91,0.74,17.09,107.24,58.35,2.0,circle
-0.38,-0.84,0.62,13.61,109.92,69.82,2.0,circle
-0.37,-0.68,0.43,12.7,114.07,87.16,2.0,circle
-0.35,-0.66,0.43,12.21,104.13,92.47,2.0,circle
-0.33,-0.58,0.47,11.84,94.48,98.63,2.0,circle
-0.36,-0.53,0.43,12.57,90.7,105.1,2.0,circle
-0.34,-0.48,0.32,11.78,88.5,109.44,2.0,circle
-0.31,-0.4,0.31,10.74,80.93,112.55,2.0,circle
-0.32,-0.43,0.33,7.51,74.04,113.28,2.0,circle
-0.3,-0.37,0.3,4.46,70.13,118.29,2.0,circle
-0.26,-0.31,0.25,2.87,66.65,123.84,2.0,circle
-0.27,-0.25,0.2,1.28,61.65,127.44,2.0,circle
-0.23,-0.19,0.19,0.37,53.71,131.1,2.0,circle
-0.22,-0.1,0.25,0.67,43.88,134.64,2.0,circle
-0.2,-0.04,0.26,0.12,38.45,135.31,2.0,circle
-0.19,0.03,0.22,-0.85,35.34,135.19,2.0,circle
-0.15,0.12,0.22,0.24,28.44,135.31,2.0,circle
-0.13,0.2,0.28,2.01,19.59,133.79,2.0,circle
-0.11,0.24,0.26,4.27,15.75,129.33,2.0,circle
-0.1,0.26,0.19,7.69,12.76,124.63,2.0,circle
-0.08,0.27,0.16,12.02,4.82,120.42,2.0,circle
-0.08,0.27,0.19,15.63,-4.82,116.27,2.0,circle
-0.09,0.26,0.22,18.55,-13.0,111.88,2.0,circle
-0.11,0.25,0.19,21.91,-17.82,107.54,2.0,circle
-0.12,0.23,0.14,24.35,-22.46,103.03,2.0,circle
-0.12,0.19,0.15,25.82,-30.27,98.75,2.0,circle
-0.14,0.1,0.09,25.63,-37.9,93.93,2.0,circle
-0.15,0.16,0.14,25.09,-45.53,92.1,2.0,circle
-0.18,0.05,-0.04,25.33,-45.59,85.57,2.0,circle
-0.21,-0.07,-0.12,24.35,-56.95,82.46,2.0,circle
